uid,sentence1,sentence2,label
uit_Adver_2126_5_21_11,"Đợt dịch thứ 4 bùng phát từ hôm 27/4, đã xuất hiện ở 28 tỉnh thành.",Đợt dịch thứ 4 chỉ suất hiện ở 28 tỉnh thành.,Intrinsic-Hal
uit_Adver_829_5_11_05,"Để hiểu rõ hơn về mối liên hệ giữa thời gian ngáp và kích thước não ở động vật, Gallup cùng cộng sự đã đi tới các vườn thú và gắn camera để theo dõi động vật ngáp.",Các loài động vật trong vườn thú bị Gallup cùng đồng đội của ông theo dõi.,Entailment
uit_Adver_591_5_11_07,"Cho rằng ông Đàm là người lừa đảo gia đình mình còn kiện ra tòa, Toàn nảy sinh ý định sẽ bắt người này giao cho công an.",Toàn cảm thấy tức tối khi bị đổ oan trong việc ông toàn lừa gia đình mình.,Entailment
uit_Adver_406_1_11_03,"Nếu đảm bảo triển khai việc học online nhịp nhàng, có hệ thống phần mềm và hạ tầng công nghệ thông tin, các trường có thể kiểm tra học kỳ online.",Các kì thi giữa và cuối kì có thể thực hiện nếu việc triển khai học trực tuyến diễn ra mà không có sự cố gì.,Entailment
uit_Adver_1093_3_21_06,"Ban lãnh đạo Nam Long cho biết, doanh thu giảm mạnh vì các dự án cũ đã hoàn thiện và bàn giao nhà hai năm trước.",Cắt giảm chi phí cho các dự án tiếp theo là điều công ty sẽ thực hiện trong các quý tiếp theo.,Extrinsic-Hal
uit_Adver_231_5_31_02,Video chia sẻ sự cố xảy ra hồi đầu tháng 4 của Sims thu hút một triệu lượt xem và hơn 4.400 bình luận.,Một triệu lượt xem và hơn 4.400 bình luận về video khiến cô kiếm bộn tiền.,Extrinsic-Hal
uit_Adver_616_4_11_04,"Cuối tuần trước, Grimes đến New York ủng hộ bạn trai Elon Musk lần đầu làm host chương trình hài SNL.",Grimes có mặt tại New York vào cuối tuần trước.,Entailment
uit_Adver_324_4_21_02,"Sản phẩm du lịch Đài Loan được đưa vào giới thiệu là những điểm đến mới lạ để du khách vừa tham quan, khám phá vừa trải nghiệm một cách trọn vẹn về nền văn hóa, ẩm thực độc đáo của hòn đảo này.","Đài Loan là một quốc gia mới, lịch sử rất ngắn, không có gì để tò mò.",Intrinsic-Hal
uit_Adver_2223_1_31_12,Người quay video cũng tỏ ra hồi hộp khi chiếc Hyundai i10 có lúc đã nổi bồng bềnh trên dòng nước ngập.,Người quay video không là chủ chiếc Huyndai i10.,Extrinsic-Hal
uit_Adver_1926_3_11_10,Thông tin này đã được CEO Man Utd – Richard Arnold xác nhận với Guardian hôm 8/5.,Guardian nhận được lời khẳng định nội dung này từ đầu tháng năm.,Entailment
uit_Adver_2040_2_11_11,"Huyện Hiệp Hòa khoảng 222.000 cư dân và Yên Thế khoảng 110.000 người sẽ thực hiện nguyên tắc ""gia đình cách ly với gia đình, thôn cách ly với thôn, xã cách ly với xã"".",Huyện Hiệp Hòa không được tụ tập tổ chức đám cưới.,Entailment
uit_Adver_1145_3_21_06,Bamboo Airways thành lập tháng 5/2017 với vốn điều lệ ban đầu 700 tỷ đồng.,.Vốn điều lệ là tổng giá trị tài sản do chủ tịch đã góp hoặc cam kết góp khi thành lập công ty.,Intrinsic-Hal
uit_Adver_2111_3_11_11,"TP Bắc Ninh, khu vực bầu cử sớm gồm tổ bầu cử số 7 thuộc phường Suối Hoa, dành cho khoảng 900 cử tri đang công tác tại Công an tỉnh Bắc Ninh; và tổ bầu cử số 7 thuộc phường Hạp Lĩnh, dành cho 406 cử tri công tác tại Bộ Chỉ huy Quân sự tỉnh và 626 cử tri ở 4 khu cách ly tập trung của thành phố.",Tổ bầu cử số 7 ở thành phố Bắc Ninh chia làm 2  khu vực ở hai phường khác nhau.,Entailment
uit_Adver_2473_5_11_13,"""Tôi quyết định đã đến lúc phải thay đổi để có cơ hội khám phá nghề dẫn chương trình truyền hình, khác xa với công việc trước đây là một họa sĩ cổ điển"", Michael nói.","Họa sĩ vẽ chân dung nói:"" Từ một người không thích truyền hình ông đã thử khám phá nó và ông nghĩ làm truyền hình nó không giống như công việc trước dây của ông""",Entailment
uit_Adver_1764_2_21_04,"Theo Sina ngày 28/4, tài tử 33 tuổi kiện cha và hãng Mộng Đô - công ty phim do Trương Kiện thành lập - tại tòa ở tỉnh Chiết Giang.",Trương Kiện và con trai là hình mẫu cha con lý tưởng trong giới giải trí đầy cạm bẫy.,Intrinsic-Hal
uit_Adver_1090_1_11_06,"Thị trường nối dài chuỗi tăng nhờ sự bứt phá của nhóm cổ phiếu ngân hàng, nhiều mã thậm chí còn tăng kịch biên độ trong phiên 5/5.",Các ngân hàng đã mở rộng nguồn đầu tư sang nhóm cổ phiếu.,Entailment
uit_Adver_915_3_31_05,"Dữ liệu gửi về Trái Đất cho thấy Ingenuity bay cao 5 m, giống như ba lần trình diễn trước đó, nhưng đạt tầm bay xa hơn và tốc độ nhanh hơn.",Dữ liệu được gửi về Trái Đất do Ingenuity gửi về đã được kĩ sư tính toán từ trước nên mới đạt tầm bay xa hơn và tốc độ nhanh hơn.,Extrinsic-Hal
uit_Adver_854_1_11_05,Trung Quốc thử nghiệm thành công hệ thống kiểm soát vận hành tàu tự động trên một đường tàu điện ngầm ở tỉnh Sơn Đông hôm 9/5.,Sơn Đông đã cho chạy thử chuyến tàu đầu tiên không người lái.,Entailment
uit_Adver_124_5_31_01,Một người cung cấp dịch vụ qua ứng dụng nhắn tin QQ cho biết anh ta đang có hàng chục nghìn video và đã bán hơn 8.000 video trong 20 ngày hồi tháng 2.,"Ứng dụng phổ biến để trao đổi thông tin phạm pháp là QQ, nơi mà nhiều người tìm đến để giao dịch bí mật với nhau.",Extrinsic-Hal
uit_Adver_124_3_31_01,"Một người bán video giấu mặt cho biết clip liên quan đến cảnh khỏa thân hoặc hành vi tình dục có giá 50 nhân dân tệ (8 USD), trong khi video ""bình thường quay trong phòng khách sạn"" là 20 nhân dân tệ (3 USD).","Đa số các vid bán được nhất thường mang yếu tố tình dục, tùy mức độ thú vị trong video mà giá có thể trả giá cao hơn.",Extrinsic-Hal
uit_Adver_2052_2_31_11,Đề xuất cải tạo công viên bến Bạch Đằng của Sở Xây dựng vừa được Phó chủ tịch UBND TP HCM Lê Hòa Bình đồng ý.,UBND TP HCM đã xây dựng kế hoạch cải tạo công viên bến Bạch Đằng.,Extrinsic-Hal
uit_Adver_20_1_21_01,"Người dùng mạng xã hội tại Ấn Độ đang lan truyền tin giả sóng 5G ""trộn"" với không khí khiến người dân khó thở và chết dần, chứ không phải do Covid-19.",Người dùng mạng xã hội đang khuyến nghị nên bỏ mạng 5g vì lý do sức khoẻ.,Intrinsic-Hal
uit_Adver_582_3_21_03,"Ngoài ra, nhiều trường khác còn thiếu hồ sơ để xác định chỉ tiêu tuyển sinh vào lớp 10.",Kì tuyển sinh có nhiều hồ sơ giấy tờ nên khó quản lý.,Intrinsic-Hal
uit_Adver_841_5_21_05,"Sau khi con rận tìm thấy vật chủ thuộc loài cá phù hợp, nó bơi qua mang cá và biến cơ thể con cá thành nơi ở.",Rận biến cơ thể các loài cá thành nơi ở.,Intrinsic-Hal
uit_Adver_2126_2_31_11,"Yêu cầu được Sở Giao thông Vận tải thông báo đến các bến xe, doanh nghiệp vận tải cùng chính quyền các địa phương.","Yêu cầu được Sở Giao thông Vận tải thông báo bằng email đến các bến xe, doanh nghiệp vận tải cùng chính quyền các địa phương.",Extrinsic-Hal
uit_Adver_585_5_31_03,"Ngày 11/3 cũng là sinh nhật lần thứ 77 của Jose, Nava tặng thầy tấm séc trị giá 27.000 USD (khoảng 620 triệu đồng), kết quả của nhiều tháng ủng hộ.",27.000 USD là tương đương 620 triệu đồng.,Extrinsic-Hal
uit_Adver_2309_1_31_12,"Để xả hàng tồn, nhà phân phối Subaru trong tháng 5 áp dụng mức giảm gần 160 triệu đồng dành cho các mẫu xe thuộc đời sản xuất (VIN) 2020.",Các mẫu xe không thuộc sản xuất (VIN) 2020 thì không được giảm giá.,Extrinsic-Hal
uit_Adver_190_4_11_01,Quan chức Abkhazia cho biết họ đã xác định được một cơ sở đào tiền điện tử lớn trong một ngôi làng và thêm rằng chính quyền đã xóa sổ 8 địa điểm đào Bitcoin trái phép những tuần gần đây.,Thời gian gần đây Abkhazia đã phá huỷ gần 10 điểm đào Bitcoin không hợp pháp.,Entailment
uit_Adver_324_2_11_02,"Giải thưởng do Cục Du lịch Đài Loan bình chọn đã ghi nhận những nỗ lực không ngừng trong việc tiên phong kiến tạo, đổi mới và nâng cao chất lượng dịch vụ, phục vụ khách hàng của công ty.",Doanh nghiệp được đánh giá cao.,Entailment
uit_Adver_2309_3_31_12,"Bên cạnh mức ưu đãi hàng chục triệu đồng, phiên bản i-S và i-S EyeSight được tặng thêm màn hình giải trí kết nối Apple CarPlay/Android Auto.",Hết ưu đãi thì các phiên bản i-S vẫn được tặng thêm Apple CarPlay/Android Auto.,Extrinsic-Hal
uit_Adver_1967_3_21_10,HAGL đã di chuyển ra Quảng Ninh ngày 4/5 và tập hai buổi tập tại đây.,"Tính đến ngày 4/5, HAGL đã tập được hai buổi tại Quảng Ninh.",Intrinsic-Hal
uit_Adver_353_5_21_02,"Từ 5/4/2021, du khách mua gói dịch vụ bao gồm khách sạn và vé máy bay của hãng đến Hà Nội được tặng dịch vụ xe đón từ sân bay Nội Bài vào trung tâm thành phố.",Du khách mua gói dịch vụ sớm từ 5/4/2021 bao gồm khách sạn và vé máy bay của hãng đến điểm du lịch được tặng dịch vụ xe đón từ sân bay vào trung tâm thành phố.,Intrinsic-Hal
uit_Adver_231_5_21_02,Video chia sẻ sự cố xảy ra hồi đầu tháng 4 của Sims thu hút một triệu lượt xem và hơn 4.400 bình luận.,Cô đã upload hình ảnh sự cố và đạt sự nổi tiếng.,Intrinsic-Hal
uit_Adver_1188_5_31_06,"Lợi suất trái phiếu chính phủ Mỹ kỳ hạn 10 năm giảm về 1,54%.","lợi suất trái phiếu chính phủ Mỹ tăng 1,54% kì hạn 10 năm sau",Extrinsic-Hal
uit_Adver_827_4_31_03,"Số lượng giáo viên, học sinh của trường duy trì theo tỷ lệ 1:8 với quy mô lớp học không vượt quá 8 học sinh.",Mức học phí theo học ở Chadwick cao ngất ngưỡng.,Extrinsic-Hal
uit_Adver_1926_5_21_10,"Sau khi làm loạn khiến trận Man Utd – Liverpool hôm 2/5 bị hoãn, Hội cổ động viên Man Utd tuyên bố chỉ dừng các hoạt động biểu tình khi nhà Glazer bán CLB.",Vấn đề giữa CĐV và Glazer chỉ là chuyện cỏn con chẳng ảnh hưởng gì cả.,Intrinsic-Hal
uit_Adver_845_4_11_05,"""Cá sấu có các điểm cảm nhận áp lực nhỏ trên cơ thể, cạnh bên hàm, chân trước và bàn chân.",Cá sấu có khả năng cảm nhận được áp lực nhờ có những bộ phận cảm nhận trên cơ thể.,Entailment
uit_Adver_1764_5_31_04,Vợ chồng Trương Kiện ly dị khi con trai hai tuổi.,Vợ chồng Trương Kiện li dị chỉ sau hai năm chung sống và có một đứa con trai.,Extrinsic-Hal
uit_Adver_1764_2_31_04,"Theo Sina ngày 28/4, tài tử 33 tuổi kiện cha và hãng Mộng Đô - công ty phim do Trương Kiện thành lập - tại tòa ở tỉnh Chiết Giang.","Tài tử 33 tuổi họ Trương cùng cha là Trương Kiện sinh sống tại tỉnh Chiết Giang, Trung Quốc.",Extrinsic-Hal
uit_Adver_1836_2_11_10,"Bàn mở tỷ số cho Man Utd, trong thất bại 2-4 trước Liverpool, là bàn thứ 28 trên mọi đấu trường mùa này của Fernandes.",Bàn thua của Man Utd là bàn thứ 28 trên mọi đấu trường mùa này của Fernandes.,Entailment
uit_Adver_381_3_31_02,"10 độc giả nhận quà lưu niệm từ Sunworld là Vũ Thị Thu Hiền, Trần Đình Tý, Phạm Thị Ngọc, Lê Y Tá, Châu Đức, Phan Thị Thủy, Trần Thanh Loan, Phạm Thị Thanh Hà, Nguyễn Thị Việt Ánh, Phạm Viết Trường.",Quà lưu niệm từ Sunworld giới hạn chỉ 10 suất.,Extrinsic-Hal
uit_Adver_270_2_31_02,"Anh Nguyễn Hiếu (Bắc Giang) cho biết, du khách đến xem chương trình biểu diễn nghệ thuật từ rất sớm, ngồi và đứng kín khu vực sân quần.",Anh Hiếu cho biết sân quần không đủ chỗ chứa hết du khách.,Extrinsic-Hal
uit_Adver_269_3_21_02,"Bên cạnh đó, UBND các địa phương cần chỉ đạo cơ sở lưu trú du lịch trên địa bàn đăng ký và tự đánh giá an toàn Covid-19 theo hướng dẫn của Bộ VHTTDL để kết nối với hệ thống an toàn quốc gia.",UBND các địa phương cần chỉ đạo cho việc lây nhiễm Covid-19 nhanh hơn.,Intrinsic-Hal
uit_Adver_2296_5_21_08,"Thượng sĩ Nguyễn Viết Mận, sinh viên năm thứ 5, lớp phó học tập lớp 50B, cho biết có 87 người trong số 100 người thuộc lớp 50B được cử tham gia nhiệm vụ chống dịch hôm nay.","Lớp 50B có sĩ số là một số lẻ, có lớp phó là thượng sĩ Nguyễn Viết Mận. ",Intrinsic-Hal
uit_Adver_63_5_31_01,Song song với bình chọn Top 10 Lãnh đạo công nghệ trẻ 2021 là diễn đàn CTO Summit 2021 - cơ hội để các doanh nghiệp cùng các công ty cung cấp giải pháp chuyển đổi số bàn luận kỹ hơn về tính cấp thiết của quá trình chuyển đổi này.,"Mỗi năm, 2 sự kiện là diễn đàn CTO Summit 2021 và bình chọn Top 10 Lãnh đạo công nghệ trẻ luôn diễn ra song song với nhau.",Extrinsic-Hal
uit_Adver_1196_1_11_06,"Tổng công ty cổ phần Bảo Minh ghi nhận lãi hơn 230 tỷ đồng năm 2020, trả cổ tức bằng tiền mặt 20% cho cổ đông.",Cổ đông công ty Bảo Minh được nhận 1/5 phần lãi bằng tiền mặt vào năm 2020.,Entailment
uit_Adver_2447_3_31_13,"Mỗi tập trong The Master of Living Show sẽ là những câu chuyện với các chủ đề khác nhau về phong cách sống, từ trang trí nhà cửa, thiết kế nội thất, mang thiên nhiên vào không gian sống cho đến những chủ đề về âm nhạc, đời sống, hay các câu chuyện về đầu tư tài chính và tích lũy cho tương lai.","The Master of Living Show sẽ chiếu trên nhiều kênh khác nhau như kênh âm nhạc, kênh đời sống, kênh về đầu tư tài chính và tích lũy cho tương lai.",Extrinsic-Hal
uit_Adver_249_1_11_02,"Nhằm đảm bảo an toàn cho hành khách dịp nghỉ lễ 30/4 và 1/5, ngành hàng không đã thực hiện nghiêm các quy định phòng chống dịch.",Thực hiện lỏng lẻo các quy định phòng chống dịch là nguy cơ đe doạ đến sự an toàn của hành khách bay.,Entailment
uit_Adver_97_4_31_01,"Nguồn tin độc quyền của The Korea Herald cho biết: ""Khi nỗ lực bán mảng kinh doanh điện thoại không thành, LG đang cân nhắc mọi phương án để tận dụng tối đa hiệu quả của các nhà máy.","LG là công ty duy nhất sản xuất điện thoại thông minh, theo nguồn tin độc quyền của The Korea Herald.",Extrinsic-Hal
uit_Adver_2263_4_11_11,Dự án sẽ được trình để HĐND TP HCM thông qua chủ trương đầu tư tại kỳ họp tháng 7 tới.,Các kế hoạch xây dựng đều do HĐND phê duyệt.,Extrinsic-Hal
uit_Adver_249_5_31_02,Anh Trần Thế Lợi (Ninh Bình) cũng vừa hoàn tất thủ tục cho chuyến bay đi Phú Quốc.,Anh Trần Thế Lợi bay đi Phú Quốc từ Ninh Bình.,Extrinsic-Hal
uit_Adver_2039_1_31_11,Sở Công thương đề xuất 188 tỷ đồng để đầu tư hệ thống điện mặt trời ở 157 trụ sở công trên địa bàn với tổng công suất gần 9.400 kWp.,Sau khi hoàn thành hệ thống điện mặt trời cho 157 trụ sở đầu tiền thì Sở Công thường sẽ tiếp tục đề xuất cho 188 trụ sở tiếp theo.,Extrinsic-Hal
uit_Adver_124_1_21_01,"Hacker đã thâm nhập hàng chục nghìn camera an ninh và bán nội dung đánh cắp được dưới dạng ""gói video gia đình"".",Camera gia đình được thiết lập mật khẩu riêng biệt nên có tính bảo mật cao.,Intrinsic-Hal
uit_Adver_534_1_31_03,Đại họ​c Sư phạm TP HCM lần đầu sử dụng điểm học tập THPT kết hợp kết quả kỳ thi đánh giá năng lực chuyên biệt do trường tổ chức để tuyển sinh.,Đại học sư phạm TP HCM có các tiêu chí tuyển sinh khác nhau nhưng chiếm nhiều nhất là kết quả kỳ thi đánh giá năng lực.,Extrinsic-Hal
uit_Adver_231_5_11_02,Video chia sẻ sự cố xảy ra hồi đầu tháng 4 của Sims thu hút một triệu lượt xem và hơn 4.400 bình luận.,Sims đang nổi tiếng trên mạng xã hội nhờ video.,Entailment
uit_Adver_6_4_31_01,"Theo một nghiên cứu đăng trên tạp chí khoa học Joule năm 2019, việc khai thác Bitcoin từ các hệ thống máy tính có thể tạo ra từ 22 đến 22,9 triệu tấn khí thải carbon dioxide mỗi năm, tương đương mức do Jordan và Sri Lanka tạo ra.","Các hệ thống máy tính mạnh siêu cấp sẽ hỗ trợ việc khai thác Bitcoin hiệu quả hơn, được đăng trên tạp chí khoa học Joule năm 2019.",Extrinsic-Hal
uit_Adver_2600_1_11_13,"Những mẫu gọng kính hình dáng chữ nhật, bo nhẹ bốn góc, giúp gương mặt phái mạnh thêm hài hòa, hiện đồng giá chỉ 699.000 đồng trên Shop VnExpess.",Gọng kính phù hợp cho nam là hình chữ nhật.,Entailment
uit_Adver_2353_5_31_12,"Không chỉ Raptor, mẫu tiền nhiệm Ranger cũng bị kênh 10-30 triệu đồng phụ kiện do tâm lý người mua săn tìm mẫu nhập khẩu sắp bị thay thế bởi lắp ráp trong nước.",Raptor và mẫu tiền nhiệm Ranger kênh nhau 10-30 triệu đồng.,Extrinsic-Hal
uit_Adver_1196_2_31_06,"Tại đại hội đồng cổ đông thường niên của Tổng công ty cổ phần Bảo Minh ngày 23/4, các cổ đông đã thông qua việc trả cổ tức năm 2020 bằng tiền mặt với tỷ lệ 20% (2.000 đồng một cổ phiếu).",Cổ phiếu công ty Bảo Minh năm 2020 tăng với tỷ lệ 20%.,Extrinsic-Hal
uit_Adver_422_5_11_03,"Chính quyền địa phương cho biết, gia cảnh 3 học sinh đều khó khăn, cha mẹ phải đi làm thuê.",Phụ huynh các em đều vất vả.,Entailment
uit_Adver_324_1_31_02,"Ngày 14/4/2021, công ty vinh dự nhận giải “Taiwan Tourism Contribution Awards 2021”, vì những đóng góp trong quảng bá và phát triển du lịch Đài Loan.","Đài Loan tổ chức giải “Taiwan Tourism Contribution Awards"" để vinh danh các doanh nghiệp đóng góp trong quảng bá và phát triển du lịch Đài Loan.",Extrinsic-Hal
uit_Adver_20_4_31_01,"""Chúng tôi nhận được nhiều thông tin trên Facebook, WhatsApp và mạng di động, lan truyền thông tin rằng các thử nghiệm 5G đã phát tán bức xạ khiến mọi người chết dần.","""Có những thông tin nhờ mạng xã hội mà được lan truyền nhanh chóng và điều đó vừa có lợi vừa có hại.",Extrinsic-Hal
uit_Adver_47_1_11_01,"Tesla đang nắm giữ lượng Bitcoin trị giá 2,48 tỷ USD, đóng góp đáng kể vào lợi nhuận công ty.",Tesla là một doanh nghiệp có doanh thu khổng lồ.,Entailment
uit_Adver_97_4_21_01,"Nguồn tin độc quyền của The Korea Herald cho biết: ""Khi nỗ lực bán mảng kinh doanh điện thoại không thành, LG đang cân nhắc mọi phương án để tận dụng tối đa hiệu quả của các nhà máy.","LG chỉ kinh doanh ở mảng điện thoại thông minh nên sau những nổ lực không thành, công ty này đã phá sản.",Intrinsic-Hal
uit_Adver_1246_1_11_07,"Công an TP HCM trục xuất 52 người Trung Quốc đã nhập cảnh trái phép vào Việt Nam, bị phát hiện ở Sài Gòn, ngày 13/5.","Giữa năm nay, cơ quan chức năng đã phát hiện nhiều người nước ngoài chưa có trong hồ sơ.",Entailment
uit_Adver_2199_1_11_11,Phó chủ nhiệm Ủy ban Văn hóa Giáo dục Thanh niên Thiếu niên Nhi đồng Phạm Tất Thắng được điều động giữ chức Phó Ban Dân vận Trung ương.,Phó chủ nhiệm Ủy ban Văn hóa Giáo dục Thanh niên Thiếu niên Nhi đồng có tên gồm ba chữ cái.,Entailment
uit_Adver_2112_1_21_11,"Rùa đuôi dài 10 cm giống cá sấu, nặng 4,3 kg, thân 45 cm, nguồn gốc châu Mỹ mắc lưới ngư dân trên đầm Thị Nại.",Rùa đuôi dài 10 cm là cá sấu với cân nặng hơn 4 kg có nguồn gốc từ nước Mỹ được ngư dân phát hiện mắc lưới.,Intrinsic-Hal
uit_Adver_165_5_11_01,Một số nguồn tin cho biết LG đã ngừng phát triển mẫu điện thoại màn hình cuộn vào tháng trước.,Trước khi có thông báo ngừng sản xuất thì LG đã có kế hoạch phát triển mẫu điện thoại có thể thay đổi kích thước màn hình.,Entailment
uit_Adver_1194_5_21_06,"""Rõ rằng là Bitcoin nhạy cảm hơn với các động thái tăng thuế thặng dư vốn hơn hầu hết tài sản khác.",Thuế tăng không ảnh hưởng tới giá trị của đồng Bitcoin.,Intrinsic-Hal
uit_Adver_161_3_11_02,"Cùng ngày, TP Đà Nẵng cũng tạm dừng các hoạt động không thiết yếu.",Đà Nẵng hoãn ngưng những việc bất cần yếu.,Entailment
uit_Adver_381_2_21_02,"Độc giả may mắn nhất trong đợt bốc thăm trúng thưởng lần 3 ngày 29/3 là Nguyễn Trung Hưng, đến từ TP Bắc Giang, nhận một voucher nghỉ dưỡng 3 ngày 2 đêm, trên toàn hệ thống khách sạn Mường Thanh tại Việt Nam.",Quà tặng trong đợt bốc thăm trúng thưởng lần 3 ngày 29/3 là voucher nghỉ dưỡng 3 ngày 2 đêm trên toàn hệ thống khách sạn Mường Thanh tại Việt Nam.,Intrinsic-Hal
uit_Adver_1988_1_21_10,"Tiền vệ Eden Hazard cười nói với các đồng đội cũ ở Chelsea, ít phút sau thất bại 0-2 của Real trên sân Stamford Bridge, tối 5/5.",Tiền vệ Eden Hazard cười nói với các đồng đội cũ ở Real.,Intrinsic-Hal
uit_Adver_2473_3_31_13,"Anh đã sử dụng một chiếc xe đạp cổ, viết bằng bút lông, mực nước và từ chối xem truyền hình.","Anh đã sử dụng một chiếc xe đạp cổ, viết bằng bút lông, mực nước những thú vui đơn giản.",Extrinsic-Hal
uit_Adver_2013_2_11_11,"Sáng 27/5, trung úy Nguyễn Đặng Quang Vinh và hạ sĩ Huỳnh Minh Nam, Phòng cảnh sát cơ động Đăk Lăk, tuần tra trên đường Hùng Vương, phát hiện ba nam sinh đi trên một xe đạp điện vượt đèn đỏ, không đội mũ bảo hiểm nên yêu cầu dừng xe.",Trung úy Nguyễn Đặng Quang Vinh và hạ sĩ Huỳnh Minh Nam đã nhìn thấy ba nam sinh vi phạm luật giao thông khi đi xe đạp điện.,Entailment
uit_Adver_1988_2_21_10,Eden Hazard bị bắt gặp đập tay chào hỏi với hậu vệ Kurt Zouma và thủ thành Edouard Mendy sau khi trận đấu kết thúc.,Eden Hazard đập tay chào hỏi với hậu vệ Kurt Zouma và thủ thành Edouard Mendy trong trận đấu.,Intrinsic-Hal
uit_Adver_1327_4_11_04,"Ban đầu, Wilson trao lại chiếc khiên cho bảo tàng Smithsonian để trưng bày như kỷ vật tôn vinh Steve Roger.",Vũ khi của Captain American được nhượng lại cho viện lịch sử.,Entailment
uit_Adver_508_2_21_03,"GS Tuấn tiếp quản công việc từ người tiền nhiệm là PGS Hoàng Minh Sơn, được Thủ tướng bổ nhiệm làm Thứ trưởng Giáo dục và Đào tạo.",Thứ trưởng Giáo dục và Đào tạo là GS Tuấn tiếp quản công việc từ người tiền nhiệm là PGS Hoàng Minh Sơn.,Intrinsic-Hal
uit_Adver_1447_2_31_08,"Vaccine không gặp vấn đề về an toàn nào trong quá trình thử nghiệm lâm sàng, tạo tiền đề để hãng dược phát triển dòng vaccine thế hệ hai cho trẻ em trong độ tuổi đi học.",Trẻ em trong độ tuổi đi học do ảnh hưởng từ tiêm vaccine thì được nghỉ học.,Extrinsic-Hal
uit_Adver_682_2_21_04,"Diễn viên nói hơn một năm qua vì dịch chị không hoạt động ở làng giải trí, chỉ ngồi nhà bán hàng online để có thu nhập cũng như gây quỹ từ thiện giúp người nghèo.","Vì dịch, diễn viên đi bán hàng để có thu nhập cũng như gây quỹ từ thiện giúp người nghèo.",Intrinsic-Hal
uit_Adver_368_2_11_02,"Sự kiện do Tổng cục Du lịch, Phòng Thương mại và Công nghiệp Việt Nam (VCCI), Câu lạc bộ Doanh nhân Sao Đỏ, báo điện tử VnExpress phối hợp tổ chức, tại Trung tâm Hội nghị Quốc tế FLC Sầm Sơn.",Tại Hội nghị Quốc tế FLC Sầm Sơn đã tập hợp được 4 tổ chức lớn ở Việt Nam để cùng nhau thực hiện sự kiện.,Entailment
uit_Adver_2290_4_31_12,"Tourneo là dòng MPV cỡ lớn của Ford với 9 chỗ, có kích thước nhỏ hơn Transit, tương đương với Sedona nhưng có chiều cao lớn hơn và thua về chiều dài.",Chiều cao lớn hơn Sedona là do xe có MPV cỡ lớn kết hợp bánh xe to.,Extrinsic-Hal
uit_Adver_765_2_21_04,"Ở buổi tập nhạc ngày 26/4, Bằng Kiều mặc quần short, ngồi bệt dưới đất, bàn bạc cùng chủ nhân chương trình các màn song ca.","Ngày 26/4, Bằng Kiều đi bộ đến buổi tập nhạc để luyện tập cùng ca sĩ sẽ hát song ca.",Intrinsic-Hal
uit_Adver_1196_1_21_06,"Tổng công ty cổ phần Bảo Minh ghi nhận lãi hơn 230 tỷ đồng năm 2020, trả cổ tức bằng tiền mặt 20% cho cổ đông.",Tổng công ty cổ phần Bảo Minh trả cổ tức bằng tiền mặt 230 tỷ đồng cho cổ đông.,Intrinsic-Hal
uit_Adver_491_1_31_03,"Đại học Đại Nam, Kinh doanh và Công nghệ Hà Nội tuyển sinh ngành Y khoa bằng điểm thi tốt nghiệp THPT và cả học bạ với rất nhiều tổ hợp.",Hấu hết các học sinh đều chọn nộp cả học bạ và điểm thi tốt nghiệp cho các trường đại học để tăng cơ hội đỗ.,Extrinsic-Hal
uit_Adver_1196_5_31_06,"Ngoài ra, đại hội cũng đã thông qua nghị quyết về việc miễn nhiệm thành viên Hội đồng Quản trị đối với bà Vũ Thái Huyền, bầu bổ sung ông Đinh Việt Tùng.",Bà Vũ Thái Huyền và ông Đinh Việt Tùng đều có mặt trong đại hội.,Extrinsic-Hal
uit_Adver_342_1_11_02,"Ghế cạnh cửa sổ máy bay là một trong những chỗ ngồi được yêu thích nhất, nhưng dựa vào đó để ngủ không phải là điều nên làm.",Vị trí gần cửa được nhiều người săn đón nhưng việc ngủ ở vị trí đó không phải là ý hay.,Entailment
uit_Adver_1120_3_11_06,"Đồng là kim loại có giao dịch tốt nhất trong tháng 4, bên cạnh nhôm và sắt đã tăng giá lên mức cao nhất trong nhiều năm.","Giá các kim loại đều có xu hướng thay đổi tích cực, thậm chí phá kỉ lục.",Entailment
uit_Adver_1696_3_31_09,"Sau khi điều tra, cảnh sát phát hiện đó là vlogger ẩm thực kiêm đầu bếp 35 tuổi họ Zou ở quận Trường Giang, Hải Nam.","Sau khi điều tra, cảnh sát phát hiện Zou phạm tội ở quận Trường Giang, Hải Nam.",Extrinsic-Hal
uit_Adver_2377_4_11_12,"Khi lính cứu hỏa tới hiện trường, cả 5 người trên ôtô đã chết.",Những người trên ôtô không may tử nạn. ,Entailment
uit_Adver_845_3_11_05,"Đôi khi cá sấu có thể nằm ở tư thế này để săn cá, theo Adam Britton, chuyên gia tại công ty nghiên cứu và tư vấn về cá sấu Big Gecko.",Adam Britton có kiến thức về con cá sấu này cũng như nhiều loài cá sấu khác.,Entailment
